query	titles	subject	qlength	slength	Coverage	nident	percentID	evalue	bitscore
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum EMP1 variant CM4c (var) mRNA, partial cds"	gi|86373987|gb|DQ367105.1|	350	349	99.71428571	338	96.848	1.89E-163	584
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate 13 from Kenya PfEMP1 protein 13B4 (var) mRNA, partial cds"	gi|7109129|gb|AF221800.1|AF221800	350	349	99.71428571	338	96.848	1.89E-163	584
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum partial var gene for erythrocyte membrane protein 1 (PfEMP1), isolate VZ#1, variant VZ#1-DBL05"	gi|31043937|emb|AJ536698.1|	350	350	100	338	96.571	2.45E-162	580
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate 127_07 EMP1 (var) gene, partial cds"	gi|251831464|gb|FJ971304.1|	350	349	99.71428571	337	96.562	8.80E-162	579
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate BAK22 EMP1 (var-1671) gene, partial sequence"	gi|90570862|gb|DQ135230.1|	350	350	100	336	96	5.29E-159	569
BK555.c90f6s6|apr11.P4.MID30.GY7WJEE04H039M|BK555|Gabon_Bakoumba	"Plasmodium falciparum erythrocyte membrane protein 1 (var) mRNA, partial cds, DBL1alpha region"	gi|39843066|gb|AY462851.1|	341	341	100	341	100	2.33E-177	630
BK555.c90f6s6|apr11.P4.MID30.GY7WJEE04H039M|BK555|Gabon_Bakoumba	"Plasmodium falciparum isolate MA5_17 var DBLalpha (var) gene, partial cds"	gi|237780993|gb|FJ935936.1|	341	337	98.82697947	337	100	3.89E-175	623
BK555.c90f6s6|apr11.P4.MID30.GY7WJEE04H039M|BK555|Gabon_Bakoumba	"Plasmodium falciparum isolate 7G8 sequence upsAvar_5'UTR_DBL1alpha1_seq5 erythrocyte membrane protein 1 (upsAvar) gene, partial cds"	gi|90193250|gb|DQ407967.1|	341	337	98.82697947	337	100	3.89E-175	623
BK555.c90f6s6|apr11.P4.MID30.GY7WJEE04H039M|BK555|Gabon_Bakoumba	"Plasmodium falciparum partial mRNA for PfEMP1 DBLa (var gene), isolate 44C, clone 44C_Contig4"	gi|374252983|emb|HE654314.1|	341	339	99.41348974	338	99.705	1.40E-174	621
BK555.c90f6s6|apr11.P4.MID30.GY7WJEE04H039M|BK555|Gabon_Bakoumba	"Plasmodium falciparum isolate BAK29 EMP1 (var-1578) gene, partial sequence"	gi|90570796|gb|DQ135164.1|	341	341	100	337	98.827	1.09E-170	608
BK950.c54f6s7|apr11.P4.MID50.GY7WJEE04IZ2JQ|BK950|Gabon_Bakoumba	"Plasmodium falciparum isolate BAK21 EMP1 (var-1404) gene, partial sequence"	gi|90570640|gb|DQ135008.1|	382	382	100	380	99.476	0	699
MRS0344.c3f48s64|apr13.P1.MID24-24.H8MRBDT01BQD45.HiQual|MRS0344|Ghana_VeaGowrie	"Plasmodium falciparum isolate BAK15 EMP1 (var-1275) gene, partial sequence"	gi|90570509|gb|DQ134877.1|	329	329	100	329	100	1.05E-170	608
MRS0290.c29f15s18|apr13.P2.MID21-23.H8MRBDT02IDJUK.HiQual|MRS0290|Ghana_VeaGowrie	"Plasmodium falciparum from Cape Verde PfEMP1 protein CV4 (var) gene, partial cds"	gi|7109057|gb|AF221764.1|AF221764	341	340	99.70674487	340	100	8.37E-177	628
MRS0290.c29f15s18|apr13.P2.MID21-23.H8MRBDT02IDJUK.HiQual|MRS0290|Ghana_VeaGowrie	"Plasmodium falciparum partial var gene for erythrocyte membrane protein, clone 0873"	gi|78041142|emb|AM115858.1|	341	340	99.70674487	340	100	8.37E-177	628
MRS0290.c29f15s18|apr13.P2.MID21-23.H8MRBDT02IDJUK.HiQual|MRS0290|Ghana_VeaGowrie	"Plasmodium falciparum partial mRNA for PfEMP1 DBLa (var gene), isolate 46E, clone 46E_Contig5"	gi|374253065|emb|HE654355.1|	341	339	99.41348974	339	100	3.01E-176	627
MRS0290.c29f15s18|apr13.P2.MID21-23.H8MRBDT02IDJUK.HiQual|MRS0290|Ghana_VeaGowrie	"Plasmodium falciparum isolate BAK6 EMP1 (var-1820) gene, partial sequence"	gi|90571115|gb|DQ135483.1|	341	341	100	336	98.534	5.07E-169	603
MRS0290.c29f15s18|apr13.P2.MID21-23.H8MRBDT02IDJUK.HiQual|MRS0290|Ghana_VeaGowrie	"Plasmodium falciparum partial mRNA for PfEMP1 DBLa (var gene), isolate 45F, clone 45F_Contig2"	gi|374253015|emb|HE654330.1|	341	339	99.41348974	334	98.525	6.56E-168	599
MRS0290.c29f15s18|apr13.P2.MID21-23.H8MRBDT02IDJUK.HiQual|MRS0290|Ghana_VeaGowrie	"Plasmodium falciparum isolate KIL46 erythrocyte membrane protein 1 (var-1820) gene, partial cds"	gi|323393850|gb|HQ733055.1|	341	340	99.70674487	331	97.353	8.55E-162	579
MRS0236.c118f6s6|apr13.P2.MID19-19.H8MRBDT02G9NB1_rc|MRS0236|Ghana_VeaGowrie	"Plasmodium falciparum partial var gene for erythrocyte membrane protein 1 (PfEMP1), isolate VZ#3, variant VZ#3-DBL08"	gi|31044037|emb|AJ536748.1|	360	360	100	360	100	0	665
MRS0236.c118f6s6|apr13.P2.MID19-19.H8MRBDT02G9NB1_rc|MRS0236|Ghana_VeaGowrie	"Plasmodium falciparum partial var gene for erythrocyte membrane protein 1 (PfEMP1), isolate VZ#2, variant VZ#2-DBL07"	gi|31044005|emb|AJ536732.1|	360	360	100	360	100	0	665
MRS0236.c118f6s6|apr13.P2.MID19-19.H8MRBDT02G9NB1_rc|MRS0236|Ghana_VeaGowrie	"Plasmodium falciparum partial var gene for erythrocyte membrane protein 1 (PfEMP1), isolate VZ#1, variant VZ#1-DBL08"	gi|31043943|emb|AJ536701.1|	360	360	100	360	100	0	665
MRS0236.c118f6s6|apr13.P2.MID19-19.H8MRBDT02G9NB1_rc|MRS0236|Ghana_VeaGowrie	"Plasmodium falciparum isolate G33 erythrocyte membrane protein 1 (var) mRNA, partial cds"	gi|15986492|gb|AF368936.1|AF368936	360	359	99.72222222	359	100	0	664
MRS0236.c118f6s6|apr13.P2.MID19-19.H8MRBDT02G9NB1_rc|MRS0236|Ghana_VeaGowrie	"Plasmodium falciparum isolate Pf115_17 EMP1 (var) pseudogene, partial sequence"	gi|81344548|gb|DQ265569.1|	360	359	99.72222222	358	99.721	0	656
MRS0236.c118f6s6|apr13.P2.MID19-19.H8MRBDT02G9NB1_rc|MRS0236|Ghana_VeaGowrie	"Plasmodium falciparum isolate Pf106_01 EMP1 (var) gene, partial cds"	gi|81344546|gb|DQ265568.1|	360	359	99.72222222	357	99.443	0	652
MRS0236.c118f6s6|apr13.P2.MID19-19.H8MRBDT02G9NB1_rc|MRS0236|Ghana_VeaGowrie	"Plasmodium falciparum partial var gene for erythrocyte membrane protein 1 (PfEMP1), isolate VZ#1, variant VZ#1-DBL11"	gi|31043949|emb|AJ536704.1|	360	363	100.8333333	360	99.174	0	651
MRS0236.c118f6s6|apr13.P2.MID19-19.H8MRBDT02G9NB1_rc|MRS0236|Ghana_VeaGowrie	"Plasmodium falciparum isolate Pf134_16 EMP1 (var) gene, partial cds"	gi|81344544|gb|DQ265567.1|	360	359	99.72222222	356	99.164	0	647
MRS0236.c118f6s6|apr13.P2.MID19-19.H8MRBDT02G9NB1_rc|MRS0236|Ghana_VeaGowrie	"Plasmodium falciparum partial mRNA for PfEMP1 DBLa (var gene), isolate 46E, clone 46E_Contig1"	gi|374253093|emb|HE654369.1|	360	357	99.16666667	353	98.88	1.48E-179	638
MRS0236.c118f6s6|apr13.P2.MID19-19.H8MRBDT02G9NB1_rc|MRS0236|Ghana_VeaGowrie	"Plasmodium falciparum partial var gene for erythrocyte membrane protein, clone 0973"	gi|78041278|emb|AM115926.1|	360	354	98.33333333	351	99.153	5.31E-179	636
MRS0236.c118f6s6|apr13.P2.MID19-19.H8MRBDT02G9NB1_rc|MRS0236|Ghana_VeaGowrie	"Plasmodium falciparum partial mRNA for erythrocyte membrane protein (var gene), clone 0972"	gi|78039864|emb|AM115182.1|	360	354	98.33333333	351	99.153	5.31E-179	636
MRS0236.c118f6s6|apr13.P2.MID19-19.H8MRBDT02G9NB1_rc|MRS0236|Ghana_VeaGowrie	"Plasmodium falciparum isolate G217 erythrocyte membrane protein 1 variant 1 (var) mRNA, partial cds<>Plasmodium falciparum partial mRNA for PfEMP1 DBLa (var gene), isolate 46E, clone 46E_Contig16"	gi|29501433|gb|AF528112.1|	360	357	99.16666667	352	98.599	6.87E-178	632
MRS0236.c118f6s6|apr13.P2.MID19-19.H8MRBDT02G9NB1_rc|MRS0236|Ghana_VeaGowrie	"Plasmodium falciparum partial mRNA for PfEMP1 DBLa (var gene), isolate 45A, clone 45A_Contig9"	gi|374252931|emb|HE654288.1|	360	354	98.33333333	350	98.87	2.47E-177	630
MRS0236.c118f6s6|apr13.P2.MID19-19.H8MRBDT02G9NB1_rc|MRS0236|Ghana_VeaGowrie	"Plasmodium falciparum partial var gene for erythrocyte membrane protein, clone 0974"	gi|78041280|emb|AM115927.1|	360	354	98.33333333	350	98.87	2.47E-177	630
MRS0236.c118f6s6|apr13.P2.MID19-19.H8MRBDT02G9NB1_rc|MRS0236|Ghana_VeaGowrie	"Plasmodium falciparum clone 83E3-2.09 erythrocyte membrane protein 1 (var) mRNA, partial cds"	gi|584433264|gb|KC678658.1|	360	344	95.55555556	336	97.674	1.17E-165	592
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum isolate PIK12 erythrocyte membrane protein 1 (var-1684) gene, partial cds"	gi|323394579|gb|HQ733448.1|	370	370	100	370	100	0	684
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum isolate PIK12 erythrocyte membrane protein 1 (var-4318) gene, partial cds"	gi|323394547|gb|HQ733431.1|	370	370	100	370	100	0	684
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum isolate KIL40 erythrocyte membrane protein 1 (var-2000) gene, partial cds"	gi|323393540|gb|HQ732895.1|	370	370	100	370	100	0	684
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum isolate PIK01 erythrocyte membrane protein 1 (var-1684) gene, partial cds<>Plasmodium falciparum isolate PIK06 erythrocyte membrane protein 1 (var-1684) gene, partial cds<>Plasmodium falciparum isolate PIK19 erythrocyte membrane protein 1 (var-1684) gene, partial cds"	gi|323394024|gb|HQ733146.1|	370	370	100	370	100	0	684
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum isolate S99A6 isolate S99 erythrocyte membrane protein 1 (var) gene, partial cds"	gi|19109467|gb|AY054872.1|	370	370	100	370	100	0	684
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum isolate S55A11 isolate S55 erythrocyte membrane protein 1 (var) gene, partial cds"	gi|19109334|gb|AY054855.1|	370	370	100	370	100	0	684
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum partial mRNA for PfEMP1 DBLa (var gene), isolate 46A, clone 46A_Contig6"	gi|374253407|emb|HE654526.1|	370	369	99.72972973	369	100	0	682
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum subclone C3_42 variant surface protein (EMP1) gene, partial cds"	gi|521308708|gb|KC887685.1|	370	370	100	369	99.73	0	678
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum subclone D7_87 variant surface protein (EMP1) gene, partial cds"	gi|521308602|gb|KC887630.1|	370	370	100	369	99.73	0	678
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum isolate KIL26 erythrocyte membrane protein 1 (var-2000) gene, partial cds<>Plasmodium falciparum isolate KIL37 erythrocyte membrane protein 1 (var-2000) gene, partial cds"	gi|323392821|gb|HQ732521.1|	370	370	100	369	99.73	0	678
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum isolate KIL36 erythrocyte membrane protein 1 (var-2000) gene, partial cds"	gi|323393326|gb|HQ732784.1|	370	370	100	369	99.73	0	678
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum isolate KIL34 erythrocyte membrane protein 1 (var-2000) gene, partial cds"	gi|323393231|gb|HQ732735.1|	370	370	100	369	99.73	0	678
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum isolate PIK16 erythrocyte membrane protein 1 (var-1684) gene, partial cds"	gi|323394666|gb|HQ733499.1|	370	370	100	369	99.73	0	678
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum partial mRNA for erythrocyte membrane protein (var gene), clone 1703"	gi|78040206|emb|AM115353.1|	370	370	100	369	99.73	0	678
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum partial var gene for erythrocyte membrane protein, clone 1301"	gi|78041670|emb|AM116122.1|	370	370	100	368	99.459	0	673
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum isolate BAK22 EMP1 (var-1684) gene, partial sequence"	gi|90570876|gb|DQ135244.1|	370	357	96.48648649	357	100	0	660
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum isolate BAK11 EMP1 (var-1684) gene, partial sequence"	gi|90570875|gb|DQ135243.1|	370	370	100	363	98.108	0	645
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum isolate 7G8 EMP1 (var-1684) gene, partial sequence"	gi|90570874|gb|DQ135242.1|	370	350	94.59459459	349	99.714	0	643
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum clone 30J51 erythrocyte membrane protein (var) mRNA, partial cds"	gi|156026905|gb|DQ519121.1|	370	350	94.59459459	349	99.714	1.18E-180	641
MRS0079.c37f6s6|apr13.P2.MID05-07.H8MRBDT02F3MDK_rc|MRS0079|Ghana_VeaGowrie	"Plasmodium falciparum isolate MUZ37 EMP1 (var-1684) gene, partial sequence"	gi|90570877|gb|DQ135245.1|	370	370	100	359	97.027	4.26E-175	623
MRS0027.c11f28s34|apr13.P2.MID02-04.H8MRBDT02GO3BC.HiQual|MRS0027|Ghana_VeaGowrie	"Plasmodium falciparum partial var gene for erythrocyte membrane protein 1 (PfEMP1), isolate VZ#2, variant VZ#2-DBL05"	gi|31044001|emb|AJ536730.1|	356	356	100	356	100	0	658
MRS0027.c11f28s34|apr13.P2.MID02-04.H8MRBDT02GO3BC.HiQual|MRS0027|Ghana_VeaGowrie	"Plasmodium falciparum isolate Pf106_52 EMP1 (var) gene, partial cds"	gi|81344553|gb|DQ265572.1|	356	355	99.71910112	355	100	0	656
MRS0027.c11f28s34|apr13.P2.MID02-04.H8MRBDT02GO3BC.HiQual|MRS0027|Ghana_VeaGowrie	"Plasmodium falciparum isolate Pf115_43 EMP1 (var) gene, partial cds"	gi|81344551|gb|DQ265571.1|	356	337	94.66292135	335	99.407	8.84E-172	612
MRS0279.c60f12s21|apr13.P2.MID21-22.H8MRBDT02GU1BO.HiQual|MRS0279|Ghana_VeaGowrie	"Plasmodium falciparum isolate AMB47 EMP1 (var-503) gene, partial sequence"	gi|90570279|gb|DQ134647.1|	368	363	98.64130435	354	97.521	1.52E-174	621
MRS0100.c93f3s3|apr13.P2.MID07-08.H8MRBDT02I0YGC_rc|MRS0100|Ghana_VeaGowrie	"Plasmodium falciparum EMP1 variant HYP6b (var) mRNA, partial cds"	gi|86374109|gb|DQ367166.1|	350	349	99.71428571	349	100	0	645
MRS0100.c93f3s3|apr13.P2.MID07-08.H8MRBDT02I0YGC_rc|MRS0100|Ghana_VeaGowrie	"Plasmodium falciparum isolate KF1776 EMP1 (var-240) gene, partial sequence"	gi|90570109|gb|DQ134477.1|	350	339	96.85714286	337	99.41	2.41E-172	614
UG70268.c62f9s14|aug13.P2.MID2-4.IE15TFC02I50YH.HiQual|UG70268|Uganda_Arua	"Plasmodium falciparum isolate KIL11 erythrocyte membrane protein 1 (var-2952) gene, partial cds"	gi|323392444|gb|HQ732317.1|	397	397	100	397	100	0	734
UG70268.c62f9s14|aug13.P2.MID2-4.IE15TFC02I50YH.HiQual|UG70268|Uganda_Arua	"Plasmodium falciparum partial var gene for erythrocyte membrane protein, clone 0179"	gi|78041580|emb|AM116077.1|	397	397	100	397	100	0	734
UG70268.c62f9s14|aug13.P2.MID2-4.IE15TFC02I50YH.HiQual|UG70268|Uganda_Arua	"Plasmodium falciparum partial mRNA for PfEMP1 DBLa (var gene), isolate 38H, clone 38H_Contig13"	gi|374253351|emb|HE654498.1|	397	396	99.74811083	396	100	0	732
UG70268.c62f9s14|aug13.P2.MID2-4.IE15TFC02I50YH.HiQual|UG70268|Uganda_Arua	"Plasmodium falciparum isolate a26D354f153.1 erythrocyte membrane protein 1 (var) mRNA, partial cds"	gi|197253174|gb|EU787939.1|	397	397	100	396	99.748	0	728
UG70268.c62f9s14|aug13.P2.MID2-4.IE15TFC02I50YH.HiQual|UG70268|Uganda_Arua	"Plasmodium falciparum from Cape Verde PfEMP1 protein CV8 (var) gene, partial cds"	gi|7109049|gb|AF221760.1|AF221760	397	397	100	396	99.748	0	728
UG70268.c62f9s14|aug13.P2.MID2-4.IE15TFC02I50YH.HiQual|UG70268|Uganda_Arua	"Plasmodium falciparum partial mRNA for PfEMP1 DBLa (var gene), isolate 38H, clone 38H_Contig7"	gi|374253353|emb|HE654499.1|	397	396	99.74811083	395	99.747	0	726
UG70268.c62f9s14|aug13.P2.MID2-4.IE15TFC02I50YH.HiQual|UG70268|Uganda_Arua	"Plasmodium falciparum clone 75F3-2.01p erythrocyte membrane protein 1 (var) mRNA, partial cds"	gi|584432958|gb|KC678503.1|	397	392	98.74055416	386	98.469	0	691
UG70489.c66f7s12|aug13.P2.MID7-8.IE15TFC02G0TW3|UG70489|Uganda_Arua	"Plasmodium falciparum isolate PIK15 erythrocyte membrane protein 1 (var-4009) gene, partial cds<>Plasmodium falciparum isolate PIK33 erythrocyte membrane protein 1 (var-4009) gene, partial cds"	gi|323394630|gb|HQ733478.1|	394	394	100	394	100	0	728
UG70489.c66f7s12|aug13.P2.MID7-8.IE15TFC02G0TW3|UG70489|Uganda_Arua	"Plasmodium falciparum isolate PIK05 nonfunctional erythrocyte membrane protein 1 (var-4161) gene, partial sequence"	gi|323394165|gb|HQ733226.1|	394	386	97.96954315	385	99.741	0	708
UG70489.c66f7s12|aug13.P2.MID7-8.IE15TFC02G0TW3|UG70489|Uganda_Arua	"Plasmodium falciparum isolate PIK15 nonfunctional erythrocyte membrane protein 1 (var-4348) gene, partial sequence"	gi|323394622|gb|HQ733472.1|	394	394	100	390	98.985	0	704
UG70088.c14f40s61|aug13.P2.MID61-1.IE15TFC02IGJ4Y.HiQual|UG70088|Uganda_Arua	"Plasmodium falciparum partial var gene for erythrocyte membrane protein, clone 0808"	gi|78032982|emb|AM116577.1|	394	394	100	394	100	0	728
UG70088.c14f40s61|aug13.P2.MID61-1.IE15TFC02IGJ4Y.HiQual|UG70088|Uganda_Arua	"Plasmodium falciparum isolate Pf1548_26 EMP1 (var) gene, partial cds"	gi|81344275|gb|DQ265425.1|	394	394	100	393	99.746	0	723
UG70088.c14f40s61|aug13.P2.MID61-1.IE15TFC02IGJ4Y.HiQual|UG70088|Uganda_Arua	"Plasmodium falciparum isolate Pf112_54 EMP1 (var) gene, partial cds"	gi|81344273|gb|DQ265424.1|	394	394	100	393	99.746	0	723
UG70349.c10f40s52|aug13.P2.MID3-3.IE15TFC02I5M8E.HiQual|UG70349|Uganda_Arua	"Plasmodium falciparum isolate ACPC3_49 var DBLalpha (var) gene, partial cds"	gi|237781015|gb|FJ935947.1|	352	352	100	352	100	0	651
UG70349.c10f40s52|aug13.P2.MID3-3.IE15TFC02I5M8E.HiQual|UG70349|Uganda_Arua	"Plasmodium falciparum isolate Pf134_06 EMP1 (var) gene, partial cds"	gi|81344565|gb|DQ265578.1|	352	352	100	352	100	0	651
UG70349.c10f40s52|aug13.P2.MID3-3.IE15TFC02I5M8E.HiQual|UG70349|Uganda_Arua	"Plasmodium falciparum partial mRNA for erythrocyte membrane protein (var gene), clone 0709"	gi|78040802|emb|AM115651.1|	352	352	100	352	100	0	651
UG70349.c10f40s52|aug13.P2.MID3-3.IE15TFC02I5M8E.HiQual|UG70349|Uganda_Arua	"Plasmodium falciparum partial var gene for erythrocyte membrane protein, clone 0708"	gi|78033112|emb|AM116642.1|	352	352	100	352	100	0	651
UG70349.c10f40s52|aug13.P2.MID3-3.IE15TFC02I5M8E.HiQual|UG70349|Uganda_Arua	"Plasmodium falciparum partial var gene for erythrocyte membrane protein, clone 0707"	gi|78033110|emb|AM116641.1|	352	352	100	351	99.716	0	645
UG70349.c10f40s52|aug13.P2.MID3-3.IE15TFC02I5M8E.HiQual|UG70349|Uganda_Arua	"Plasmodium falciparum isolate 119_8 EMP1 (var) gene, partial cds"	gi|251831486|gb|FJ971317.1|	352	350	99.43181818	348	99.429	5.18E-179	636
UG80239.c141f5s6|aug13.P2.MID45-46.IE15TFC02JZPD0|UG80239|Uganda_Jinja	"Plasmodium falciparum clone MOA-C3 erythrocyte surface protein (EMP1) mRNA, partial cds"	gi|343175987|gb|JF346757.1|	362	362	100	362	100	0	669
UG80239.c141f5s6|aug13.P2.MID45-46.IE15TFC02JZPD0|UG80239|Uganda_Jinja	Plasmodium falciparum 3D7 chromosome 6	gi|46364909|emb|AL844505.1|	362	362	100	362	100	0	669
UG80239.c141f5s6|aug13.P2.MID45-46.IE15TFC02JZPD0|UG80239|Uganda_Jinja	"Plasmodium falciparum 3D7 erythrocyte membrane protein 1, PfEMP1 (VAR) mRNA, complete cds"	gi|86171173|ref|XM_961067.1|	362	362	100	362	100	0	669
UG80239.c141f5s6|aug13.P2.MID45-46.IE15TFC02JZPD0|UG80239|Uganda_Jinja	"Plasmodium falciparum subclone D28_26 variant surface protein (EMP1) gene, partial cds"	gi|521308642|gb|KC887651.1|	362	362	100	361	99.724	0	664
UG80239.c141f5s6|aug13.P2.MID45-46.IE15TFC02JZPD0|UG80239|Uganda_Jinja	"Plasmodium falciparum isolate ACPC3_1 var DBLalpha (var) pseudogene, partial sequence"	gi|237781057|gb|FJ935969.1|	362	361	99.72375691	359	99.446	0	654
UG80239.c141f5s6|aug13.P2.MID45-46.IE15TFC02JZPD0|UG80239|Uganda_Jinja	"Plasmodium falciparum partial mRNA for PfEMP1 DBLa (var gene), isolate 46C, clone 46C_Contig4"	gi|374252773|emb|HE654209.1|	362	360	99.44751381	352	97.778	1.50E-174	621
UG70623.c167f4s5|aug13.P2.MID11-11.IE15TFC02GR6JJ|UG70623|Uganda_Arua	"Plasmodium falciparum isolate PIK33 erythrocyte membrane protein 1 (var-2001) gene, partial cds"	gi|323395054|gb|HQ733712.1|	355	355	100	355	100	0	656
UG70623.c167f4s5|aug13.P2.MID11-11.IE15TFC02GR6JJ|UG70623|Uganda_Arua	"Plasmodium falciparum isolate KIL46 erythrocyte membrane protein 1 (var-2862) gene, partial cds"	gi|323393896|gb|HQ733079.1|	355	355	100	355	100	0	656
UG70623.c167f4s5|aug13.P2.MID11-11.IE15TFC02GR6JJ|UG70623|Uganda_Arua	"Plasmodium falciparum isolate KIL46 erythrocyte membrane protein 1 (var-2861) gene, partial cds"	gi|323393894|gb|HQ733078.1|	355	355	100	355	100	0	656
UG70623.c167f4s5|aug13.P2.MID11-11.IE15TFC02GR6JJ|UG70623|Uganda_Arua	"Plasmodium falciparum isolate KIL45 erythrocyte membrane protein 1 (var-1695) gene, partial cds"	gi|323393776|gb|HQ733017.1|	355	355	100	355	100	0	656
UG70623.c167f4s5|aug13.P2.MID11-11.IE15TFC02GR6JJ|UG70623|Uganda_Arua	"Plasmodium falciparum isolate KIL40 erythrocyte membrane protein 1 (var-2001) gene, partial cds<>Plasmodium falciparum isolate KIL45 erythrocyte membrane protein 1 (var-2001) gene, partial cds<>Plasmodium falciparum isolate KIL46 erythrocyte membrane protein 1 (var-2001) gene, partial cds"	gi|323393554|gb|HQ732902.1|	355	355	100	355	100	0	656
UG70623.c167f4s5|aug13.P2.MID11-11.IE15TFC02GR6JJ|UG70623|Uganda_Arua	"Plasmodium falciparum isolate BAK26 EMP1 (var-1692) gene, partial sequence"	gi|90570893|gb|DQ135261.1|	355	355	100	355	100	0	656
UG70623.c167f4s5|aug13.P2.MID11-11.IE15TFC02GR6JJ|UG70623|Uganda_Arua	"Plasmodium falciparum isolate Dd2A31 erythrocyte membrane protein 1 (var) gene, partial cds"	gi|19108700|gb|AY054778.1|	355	355	100	355	100	0	656
UG70623.c167f4s5|aug13.P2.MID11-11.IE15TFC02GR6JJ|UG70623|Uganda_Arua	"Plasmodium falciparum partial var gene for erythrocyte membrane protein, clone 1394"	gi|78041920|emb|AM116247.1|	355	355	100	355	100	0	656
UG70623.c167f4s5|aug13.P2.MID11-11.IE15TFC02GR6JJ|UG70623|Uganda_Arua	"Plasmodium falciparum partial var gene for erythrocyte membrane protein, clone 1393"	gi|78041378|emb|AM115976.1|	355	355	100	355	100	0	656
UG70623.c167f4s5|aug13.P2.MID11-11.IE15TFC02GR6JJ|UG70623|Uganda_Arua	"Plasmodium falciparum partial var gene for PfEMP1 protein, variant A4AFBR16, DBL alpha"	gi|14349004|emb|AJ319694.1|	355	355	100	355	100	0	656
UG70623.c167f4s5|aug13.P2.MID11-11.IE15TFC02GR6JJ|UG70623|Uganda_Arua	"Plasmodium falciparum (strain FCR3) variant-specific surface protein (var-2, var-3) genes, complete cds's"	gi|886376|gb|L40609.1|PFAVAR23A	355	355	100	355	100	0	656
UG70623.c167f4s5|aug13.P2.MID11-11.IE15TFC02GR6JJ|UG70623|Uganda_Arua	"Plasmodium falciparum isolate KIL37 erythrocyte membrane protein 1 (var-2001) gene, partial cds"	gi|323393353|gb|HQ732798.1|	355	355	100	354	99.718	0	651
UG70623.c167f4s5|aug13.P2.MID11-11.IE15TFC02GR6JJ|UG70623|Uganda_Arua	"Plasmodium falciparum isolate BAK24 EMP1 (var-1692) gene, partial sequence"	gi|90570892|gb|DQ135260.1|	355	355	100	354	99.718	0	651
